,id,date,text,url
0,081230,08.12(목),"




미 백악관 OPEC에 증산 요구 이례적“세계 경제 회복의 결정적 순간”바이든 “소비자들 가격 낮추기 위한 것” ◆…OPEC 로고 조 바이든 미 행정부가 휘발유 가격 상승을 막기 위해 석유수출기구(OPEC) 플러스(+)와 동맹국들에 석유 생산량을 늘려야 한다고 촉구했다.  OPEC+는 OPEC과 러시아 등 비OPEC 주요 산유국들의 협의체다.   로이터통신에 따르면 11일(현지시간) 제이크 설리번 백악관 국가안보보좌관은 성명을 통해 코로나19의 여파로 사우디를 포함한 거대 시추국들의 원유생산량이 부족하다고 지적했다.   설리번 보좌관은 “세계적 경제회복의 결정적인 순간을 감안하면 이 정도로 충분하지 않다”고 밝혔다.   이는 백악관이 국제사회의 기후변화 대응을 이끌며 미국 내 굴착을 포기하고 있음에도 불구하고 산업과 소비자를 위해 증산을 요구한 이례적 사례다.   바이든 대통령은 같은 날 기자들에게 “세계 경제가 회복함에 따라 미국이 OPEC에 코로나19 기간 동안 이루어진 감산 조치를 되돌려야 한다”고 분명히 밝혔다며 이는 “소비자들의 가격을 낮추기 위한 것”이라고 설명했다.   미국 자동차 협회에 따르면 미국 휘발유 가격은 주유소에서 갤런당 약 3.18달러에 달하고 있으며 이는 지난해 이맘때보다 1달러 이상 인상된 가격이다.   지난해 5월부터 OPEC+는 코로나19 대유행에 따라 원유생산량을 하루 1000만 배럴 감산을 결정했으며 이후 2022년 4월까지 단계적으로 그 규모를 완화하기로 합의한 바 있다. 하지만 7월부터 580만 배럴로 감산이 완화되면서 이후 점차 생산량을 증가시켜왔다.   또한, 이달부터 OPEC+는 나머지 580만 배럴 감산이 단계적으로 폐지될 때까지 월 40만 배럴을 증산하기로 합의했다.  OPEC+는 9월 1일 다시 회의를 통해 상황을 검토할 예정이다.

",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=123&aid=0002252311
1,081221,08.12(목),"



동영상 뉴스




	
	세계보건기구, WHO는 현지시간 11일 제네바에서 코로나19 치료를 위한 후보 약품 3종을 선정해 전 세계에서 동시에 임상 시험에 들어간다고 발표했습니다.WHO가 선정한 코로나19 치료제 후보 약품은 말라리아 치료제인 '아르테수네이트'와 만성 골수성 백혈병 치료제인 '이마티닙' 그리고 면역계 질병 치료제인 '인플리시맵' 등 3종입니다.이들 약품들은 중증 코로나19 환자의 사망을 막아 줄 가능성에 기초해 독립된 평가단이 선정했다고 WHO는 밝혔습니다.이들 약품에 대한 임상 시험은 WHO 회원국 중 52개국 600여 병원이 참여한 '연대 플러스' 플랫폼을 통해 전 세계에서 동시에 진행되며 수천 명의 코로나19 중증 환자가 참여할 것이라고 설명했습니다.앞서 WHO는 말라리아 치료제인 렘데시비르와 하이드록시클로로퀸 등 4종의 약품에 대한 임상 시험에서 코로나19 입원 환자에게 효과가 없다는 결론을 내렸습니다.
	
",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=052&aid=0001626214
2,08128,08.12(목),"




미국에서 개학을 앞두고 아동 청소년 코로나19 환자가 급증하는 가운데 12세 미만 어린이도 올해 안에 백신을 맞을 수 있을 것으로 미국 보건당국자가 전망했습니다.질병통제예방센터에 따르면 지난주 코로나19에 걸려 입원한 아동은 약 1천600명으로 전주보다 27% 증가하며 사상 최고치를 기록했습니다.자료에 따르면 지난 3~9일 평균 0~17세 신규 입원환자는 239명으로 직전 일주일보다 55명 는 것으로 파악됐습니다.미 매체 폴리티코는 ""여전히 코로나19에 감염된 아동 대다수가 입원해야 할 정도로 아프지는 않으며 델타 변이가 아동의 증상을 악화한다는 증거도 불충분하다""면서도 ""증상이 나쁜 아동이 어느 때보다 많아진 점이 우려된다""고 전했습니다.비베크 머시 공중보건서비스단장은 CNN방송에 출연해 ""연말 전에 12세 미만용 백신이 나오는 것이 가능하다고 생각한다""고 밝혔습니다.다만 현재까지 화이자와 모더나, 존슨앤드존슨 등 제약사들은 12세 미만 어린이 대상 백신 임상시험을 아직 끝내지 못한 것으로 알려졌습니다.미국에서 현재 아동 청소년이 맞을 수 있는 백신은 화이자뿐으로 12세 이상 청소년과 성인에 대해 긴급사용이 승인된 상태입니다.(사진=게티이미지코리아)

",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=055&aid=0000914125
3,081249,08.12(목),"




檢 ""성추행 맞다"" 1주일 만에""市에 방해 되고 싶지 않다""2주 후 사임…혐의는 부인후임으로 첫 女주지사 탄생앤드루 쿠오모 미국 뉴욕주지사(오른쪽)가 사퇴를 선언한 뒤 딸 미카엘라와 헬기를 타기 위해 이동하고 있다.  /AP연합뉴스직원 성추행 의혹을 받아온 앤드루 쿠오모 미국 뉴욕주지사(63)가 결국 사퇴를 선언했다. 오랜 친구인 조 바이든 대통령이 등을 돌린 데 이어 같은 민주당 소속 의원들이 탄핵을 추진하면서다.쿠오모 주지사는 10일(현지시간) 기자회견을 열고 “뉴욕에 방해가 되고 싶지 않다”며 모든 업무에서 물러나겠다고 밝혔다. 사퇴 시점은 2주일 후인 오는 24일이 될 것이라고 했다.이날 발표는 쿠오모 주지사가 전·현직 여성 보좌관 11명을 성추행 및 희롱했다는 레티샤 제임스 뉴욕주 검찰총장의 보고서가 나온 지 1주일 만에 이뤄진 것이다. 그는 여성들에게 키스를 강요하고 신체를 만졌으며 성적 모욕감을 느낄 수 있는 발언과 협박을 일삼았던 것으로 파악됐다.그동안 “부적절한 신체 접촉은 없었다”고 주장해온 쿠오모 주지사는 이날도 “개인적인 문제로 행정이 마비되는 불상사를 막기 위한 것일 뿐 고의로 여성에게 무례하게 대한 적이 없었다”고 항변했다.쿠오모 주지사는 미국의 대표적인 2세 정치인으로 꼽힌다. 부친은 1983년부터 12년간 뉴욕주지사를 지냈다. 쿠오모가 20대부터 정계에 입문한 것도 아버지의 영향이 컸다. 1990년 로버트 케네디 전 상원의원의 딸인 케리 케네디와 결혼해 정치 명문가의 사위가 됐으나 2005년 이혼했다.2010년 첫 임기를 시작으로 내리 3선을 지내고 있는 쿠오모 주지사는 전직 보좌관 린지 보일런의 폭로가 나온 작년 12월 이후 8개월 만에 정치 경력에 사실상 마침표를 찍게 됐다.특히 뉴욕주 하원은 물론 탄핵 심판이 열릴 상원에서도 쿠오모에 대해 유죄를 선고하기에 충분한 표가 확보된 상태였다고 월스트리트저널은 전했다. 뉴욕주 의회는 쿠오모의 ‘친정’인 민주당의 텃밭이다. 계속 버티기로 일관하다간 1913년 윌리엄 설저 이후 100여 년 만에 두 번째로 탄핵당하는 뉴욕주지사가 될 것이란 관측이 쏟아졌다. 다만 그가 자리에서 물러나더라도 검찰 기소를 피하기는 어려울 것이란 게 대체적인 전망이다.내년 말까지인 쿠오모 주지사의 잔여 임기는 캐시 호컬 부지사(62)가 맡는다. 사상 첫 여성 뉴욕주지사다.뉴욕주에선 두 명의 주지사가 연속으로 ‘성 스캔들’에 휘말려 중도 하차하는 진기록도 쓰게 됐다. 2008년 엘리엇 스피처 당시 주지사는 고급 매춘조직 고객이란 사실이 드러나자 데이비드 패터슨 부지사에게 자리를 넘겼다.뉴욕=조재길 특파원 road@hankyung.com

",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=015&aid=0004590682
4,081237,08.12(목),"




아프가니스탄 서부 파라주 주도 파라에서 10일(현지시간) 탈레반 반군이 깃발을 들고 시가지를 행진하고 있다.AP뉴시스   아프가니스탄의 탈레반 반군이 미군의 공백을 틈타 세력을 넓히면서 전체 34개주 가운데 8개주의 주도를 점령하고 비공식적으로 국토의 65%를 차지한 것으로 알려졌다. 미군 철수를 지시한 조 바이든 미 대통령은 아프간 정부를 지원하겠지만 스스로 싸워야 한다고 강조했다.   BBC 등 외신들에 따르면 탈레반 반군은 10일(현지시간) 북부 바글란주의 주도 풀 에 쿰리를 점령했다. 탈레바는 지난 6일과 7일에 각각 1곳씩 주도를 점령했으며 8일에 3곳, 9일에 2곳을 점령해 10일까지 총 8곳의 주도를 확보했다. 특히 풀 에 쿰리의 경우 수도 카불로부터 약 200km 떨어진 곳이다. 익명의 유럽연합(EU) 관계자는 현재 탈레반 반군이 아프간 영토의 약 65%를 통제하고 있다고 설명했다. 34개주 가운데 25개주에서 반군과 정부군의 전투가 확인됐다. 아쉬라프 가니 아프간 대통령은 지역 군벌들에게 정부를 위해 함께 싸우자고 촉구하는 동시에 일반 국민들에게도 이슬람 원리주의자 탈레반에 맞서 “민주 체계”를 지키자고 호소했다.   같은날 CNN은 관계자를 인용해 미 정부가 당초 아프간 정부 붕괴까지 6개월을 예상했지만 탈레반의 약진으로 상황이 긴박해졌다고 설명했다. 관계자들은 미 국무부가 카불 대사관 필수 인력을 파악하고 있으며 가까운 시일 내에 대사관 인력을 줄일 계획이라고 전했다. 워싱턴포스트(WP)는 미군 관계자를 인용해 카불 함락까지 90일도 남지 않았다고 주장했다.   지난달 아프간 철군에 쐐기를 박은 미국의 조 바이든 대통령은 아프간 정부의 붕괴 위기에도 철군 계획을 진행한다는 입장이다. 그는 지난 4월 발표에서 올해 9월 11일까지 아프간에서 미군을 철수한다고 밝혔으며 지난달에는 미군 임무가 끝났다고 말했다.   바이든은 10일 기자들과 만난 자리에서 아프간 정부에 계속해서 공습이나 군인 급여, 장비 등을 지원하겠다고 말했다. 그는 동시에 ""아프간 지도자들은 한데 뭉쳐야 한다. 그들은 자신을 위해 싸우고 그들의 국가를 위해 싸워야 한다""고 강조했다.   탈레반측은 일단 국제 사회의 휴전 제의를 거부하고 있다. 이와 관련해 샤 메흐무드 쿠레시 파키스탄 외무 장관은 11일 카타르 도하에서 미국, 중국, 러시아의 주도로 아프간 문제를 논의하는 회의가 열릴 예정이라고 밝혔다. 아프간과 이웃한 파키스탄은 탈레반이 정권을 잡은 이후 파키스탄으로 대규모 난민이 넘어올 수 있다며 경계하고 있다.   

",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=014&aid=0004690571
5,08129,08.12(목),"




도쿄도 중심가. 뉴스1) 박병진 기자 = 현재 수도 도쿄도 등 6개 지역에 오는 31일까지 발령돼 있는 일본의 긴급사태가 9월로 연장될 가능성이 대두하고 있다. 긴급사태 대상 지역도 확대될 방침이다. 되풀이되는 긴급사태에 대한 피로감으로 스가 요시히데 일본 총리가 언급한 '마지막 긴급사태'가 언제 끝날지 일본 국민의 불만과 조바심이 커지고 있다.11일 산케이신문에 따르면 일본 정부는 긴급사태의 대상 지역을 확대하고 기간을 오는 9월까지 연장하는 방안을 검토해 다음주 중으로 결정할 전망이다.추가 대상 지역은 긴급사태의 전 단계인 '만연방지 등 중점조치'가 적용 중인 13개 지역이 유력하다. 지난 10일 기준 이들 지역의 인구 10만명당 최근 1주일 신규 확진자 수는 모두 일본의 감염 상황 분류 중 가장 심각한 단계인 '스테이지4'를 기록했다.산케이는 긴급사태의 효과를 보려면 잠복 기간 등을 포함해 최저 3주가 필요하다면서 다음주에 대상 지역을 확대하기로 할 경우 발령 기간이 9월로 연장될 것은 확실하다고 분석했다. 이미 긴급사태를 발령 중인 6개 지역도 신종 코로나바이러스 감염증(코로나19) 확산세가 매서운 것은 마찬가지여서 기간 연장을 피하기 어려운 상황이다.일각에서는 긴급사태를 일본 전국으로 확대하자는 의견도 나온다. 그러나 일본 정부가 진정으로 두려워하는 것은 긴급사태를 확대하더라도 신규 확진자 수가 줄어들지 않는 상황이다. 산케이는 ""긴급사태를 전국에 발령해도 감염자는 줄어들지 않을 것이다. 수년 동안 해제할 수 없는 사태가 벌어질지도 모른다""는 목소리가 각료에서 나온다고 전했다.
	
",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=421&aid=0005538842
6,08127,08.12(목),"




    조 바이든 미국 대통령 당선자가 아들 헌터 바이든(왼쪽)을 껴안고 있다. 윌밍턴 AP=연합뉴스    조 바이든 미국 대통령의 차남 헌터 바이든의 성관계 영상이 논란이다.    이 같은 소식은 지난 11일 영국 매체 데일리 메일이 전했다.    데일리 메일은 지난 2019년 1월 헌터가 한 여성과 성관계를 가진 뒤 침대에서 나체로 대화를 나누는 장면이 담긴 영상을 공개했다.   공개된 영상 속 헌터는 러시아 매춘부로 추정되는 여성에게 자신의 성행위가 담긴 노트북을 도난당했다고 고백했다.   이에 여성은 도둑이 협박하려 했는지 물었고, 헌터는 “아니”라고 답했다.   그러자 여성은 “도둑이 비디오를 가지고 있다면 이미 협박을 했을 것”이라고 진단했다.    이를 들은 헌터는 “아니, 아니. (들리지 않음) 대선에 출마하기 때문이다”라고 말했다.   이어지는 대화는 거의 들리지 않았다.   영상에서 헌터는 자신이 마약, 알코올 중독을 인정하기도 했다.   앞서 헌터는 대선 기간 바이든 대통령의 약점으로 꼽히곤 했다.   그는 2014년 코카인 양성 반응으로 해군 예비군에서 불명예 전역했다.   또 2017년에는 2년 전 사망한 형 보의 아내와 연인관계라는 보도까지 나왔다.   현재 헌터 측은 해당 영상에 대한 입장표명 요청에 응하지 않고 있다.      한편 헌터는 지난 4월 출간된 회고록 ‘아름다운 것들’(Beautiful Things·바로 위 사진)을 통해 형수와 불륜 관계에 빠진 것에 대해 “우리 둘 다 사랑을 잃은 절망적 상황을 공유하고 있었다”고 해명했다.   그러면서 “그래서 시작했지만 오히려 비극이 심화될 뿐이었다”고 부연했다.    부친에 대해서는 “(알코올 등에 중독돼 끊임없이 문제를 일으킨) 나를 버리지도, 피하지도, 재단하지도 않았던 사람”이라고 했다.   언젠가 바이든 대통령이 재활센터에서 심리상담사를 데려와 중독 치료를 도우려 한 적이 있는데, 헌터가 거절하자 “겁에 질린 표정을 짓더니 차도까지 쫓아와 나를 끌어안고 오랫동안 울었다”고 그는 회고했다.

",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=022&aid=0003609370
7,081236,08.12(목),"




토니 블링컨 미 국무장관 성명 내고 즉각적이고 조건없는 석방 촉구토니 블링컨 미국 국무장관. 뉴스1) 김현 기자 = 토니 블링컨 미국 국무장관은 중국 법원이 캐나다 사업가에게 간첩죄로 11년형을 선고한 데 대해 ""사람들은 절대 협상 카드로 이용돼선 안된다""고 비판했다.블링컨 장관은 11일(현지시간) 성명을 내고 ""외국 정부에 영향력을 행사하기 위해 개인을 임의로 구금하는 것은 전적으로 용납할 수 없다""면서 이렇게 밝혔다. 앞서 중국 법원은 대북 사업을 하고 있는 캐나다인 마이클 스페이버에 대해 '외국을 위해 정탐하고 국가기밀을 불법 제공한 혐의'를 인정해 징역 11년 형을 선고했다. 스페이버는 캐나다가 2018년12월 중국 통신장비업체 화웨이의 멍완저우(孟晩舟) 부회장을 체포한 지 9일 뒤 전직 캐나다 외교관 마이클 코브릭과 함께 중국 당국에 체포돼 2년여간 구금 생활을 해왔다. 이를 두고 캐나다가 미국의 요청으로 이란 제재 위반 혐의를 받는 멍 부회장을 체포하자 중국이 보복한 것이라는 관측이 나온 바 있다.블링컨 장관은 중국을 향해 ""우리는 국제 사회와 함께 캐나다 시민인 스페이버와 코브릭의 즉각적이고 조건 없는 석방을 촉구한다""고 강조했다. 그는 스페이버와 코브릭이 2년 반이 넘는 임의 구금 기간 동안 최소한의 절차적 보호 조치를 받지 못했다며 캐나다 정부 측의 영사적 지원과 재판 참여가 허용돼야 한다고 주장했다. 한편, 마크 가노 캐나다 외교장관은 기자회견에서 중국 법원의 판결에 대해 ""거짓된 엉터리 재판""이라고 맹비난하면서 ""절차가 2년 반 넘게 지속되고 있지만, 우리는 절대 포기하지 않을 것이다. 우리는 캐나다가 계속해야 할 일이라고 생각한다""고 밝혔다.
	
",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=421&aid=0005537343
8,08129,08.12(목),"




美 회사가 소유한 민영방송사 정부 뜻대로 통제하려 법률 추진소수 정당 반발하며 연정 탈퇴마테우슈 모라비에츠키 폴란드 총리/AP 연합뉴스										폴란드에서 여당이 추진하는 ‘미디어 장악법’이 거센 논란을 낳으면서 연정(聯政)이 붕괴됐다. 2015년 집권 후 언론을 장악하려는 법과정의당(PiS)의 독단에 반발해 연정 내 소수 정당이 뛰쳐나간 것이다.10일(현지 시각) BBC에 따르면, 마테우시 모라비에츠키 폴란드 총리는 연정 파트너인 협정당의 대표이자 부총리 겸 경제개발부 장관인 야로슬라프 고빈을 경질했다. 고빈이 즉각 연정 탈퇴를 선언, 여권이 분열됐다. 하원 전체 460석 중 232석으로 간신히 과반을 유지하던 연정이 222석으로 줄어 연정이 무너졌다. PiS는 198석, 협정당은 10석을 갖고 있다.폴란드 여당도 언론장악법… 국민들 ""언론에 자유를"" - 10일(현지 시각) 폴란드 수도 바르샤바에서 정부의 '언론 장악법'에 반대하는 시민들이 폴란드어로 '자유 언론(Wolne Media)'이라고 쓰인 팻말을 들고 시위를 벌이고 있다. 폴란드 여당인 법과정의당(PiS)이 비판적인 보도를 해온 미국 디스커버리그룹 소유 방송사 TVN을 겨냥한 법안을 추진하자, 연정(聯政) 파트너인 협정당 대표가 이에 반발해 연정이 붕괴됐다. /AP 연합뉴스										모라비에츠키 총리가 고빈을 쫓아낸 건 PiS가 추진하는 ‘비(非)EU 자본의 폴란드 언론사 소유 금지법’을 반대했기 때문이다. ‘비판 언론 재갈 물리기’에 주력해 온 PiS는 미국 디스커버리그룹이 소유 중인 최대 민영방송사 TVN을 골칫거리로 여겼다. 정부 뜻대로 통제가 어려웠기 때문이다. 폴란드 정부는 디스커버리그룹에 TVN을 매각하고 떠날 것을 요구해왔다. 디스커버리그룹이 응하지 않자 아예 법률을 만들어 강제 매각을 시도하려 했다.폴란드 집권 세력의 방송 장악 음모는 저항에 부딪혔다. 10일 수도 바르샤바를 비롯해 주요 도시에서 수천 명이 참가한 반대 시위가 벌어졌다. 협정당을 이끈 고빈은 언론 장악 시도가 민주주의 발전을 저해하는 것은 물론 미국과의 관계를 해쳐 국익에 손해가 될 것이라는 입장을 갖고 있다.10일(현지 시각) 바르샤바를 비롯한 폴란드 주요 도시에서 방송 장악 음모를 중단하라는 항의 시위가 벌어졌다./AP 연합뉴스										실제로 미 백악관은 폴란드 의회가 문제의 법안을 통과시킬지 여부를 주시하고 있다고 정치 전문 매체 폴리티코가 보도했다. 지난주 미 상원은 여야 초당파 그룹이 성명을 내고 “폴란드가 새로운 미디어법을 강행하면 양국 간 안보, 무역에 부정적 영향을 끼칠 것”이라고 경고했다. 러시아의 군사적 위협을 받고 있는 폴란드는 미국을 비롯해 나토(NATO·북대서양조약기구)에 안보를 의지하고 있는 것이 현실이다.PiS는 집권 직후부터 치밀하고 집요하게 주요 언론을 ‘친(親)정권’ 매체로 만들기 위한 작업을 해왔다. 국영방송 TVP 사장에 친정부 인사를 앉혔고, 정권에 비협조적인 기자 200여 명을 해고했다. 1989년 공산당 정권이 무너질 때 민주화에 앞장서 국민들의 지지를 받았던 TVP가 지금은 일방적인 정권 홍보 방송으로 전락했다. 폴란드 정부는 정권을 지지하는 언론사에 국영 기업 광고를 몰아줘 길들이는 수법도 썼다.일러스트=김도원										지난해 폴란드 국영 정유회사는 독일계 자본이 소유하던 폴란드프레스그룹(PPG)이라는 미디어 지주회사를 인수했다. PPG는 20개 지방 신문사와 120개 주간지, 500여 인터넷 사이트를 소유하고 있는데, 해외 자본 소유라 통제를 가하기 어려웠다. 그러자 국영 정유회사를 동원해 통째로 PPG를 정부 손아귀에 넣은 것이다.이 같은 언론 장악 시도에 대한 비판이 제기되면 폴란드 정부는 “외국인들로부터 조국의 언론을 되찾아야 한다”며 애국심을 자극하는 전략을 쓰고 있다. PiS의 언론 장악은 EU(유럽연합)의 경고에도 아랑곳하지 않고 계속되고 있다. 그 결과 국경없는기자회(RSF)가 180국을 대상으로 발표하는 언론자유지수에서 폴란드는 2015년 18위에서 올해 64위로 추락했다.협정당의 고빈이 반기를 든 또 다른 이유로 PiS의 현금 퍼주기식 포퓰리즘 정책에 더 이상 동의하지 않는 것도 거론된다. 폴란드 정부는 재정 상황이 악화되고 있지만 연금 지급액을 늘리고 무료 의료 혜택을 늘리는 방안을 추진 중이다.연정이 붕괴됐지만 조기 총선으로 이어질지 여부는 좀 더 지켜봐야 하는 상황이다. PiS는 협정당에서 고빈을 따르지 않는 일부 의원 및 무소속 의원들을 끌어들이면 과반 유지가 가능하다고 주장하고 있다. 그러나 과반 유지에 실패할 경우 오는 가을 조기 총선을 실시하는 경로를 밟을 가능성도 있다.

",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=023&aid=0003633188
9,081212,08.12(목),"




김영철 위협 전한 조선중앙통신, 11일 중ㆍ러 연합훈련 소개첨단무기 500대 동원한 중ㆍ러 훈련 ""반테러 훈련""으로 규정워 게임 하는 한ㆍ미 훈련을 ""침략적""이라고 한 것과 배치""주한미군 철수 주장하기 위한 사전 정지작업 차원인 듯""한ㆍ미 연합훈련에 반발하며 남북 통신선을 차단하고, 담화를 통해 군사 행동 위협에 나선 북한이 중ㆍ러 연합훈련에는 “지역 안정”이라는 상반된 평가를 내놨다.      중국과 러시아가 지난해 말 연합훈련을 하며 한국방공식별구역(KADIZ·카디즈)에 진입했다. 러시아의 수호이(Su) 전투기가 중국 H-6 폭격기를 호위하는 모습.        북한 조선중앙통신은 11일 “중국과 로씨야(러시아)가 9일 중국 녕하회족(寧夏回族ㆍ닝샤후이주) 자치구의 훈련기지에서 합동(연합)훈련을 시작했다”며 “훈련에는 1만 3000여명의 군인과 ‘섬-20’,‘Су-30’ 전투기를 비롯한 500여 대의 군사기술기재(무기)가 동원되였다”고 전했다. 그러면서 “군인들은 연합지휘부의 정황판단, 협동조직, 적소멸을 위한 종합작전, 종심에서의 적추격 등의 임무를 수행하게 된다”고 소개했다.      북한 조선중앙통신이 지난 9일 시작된 중ㆍ러 연합훈련을 ″지역안정을 위한 것″이라고 11일 보도했다.        중국은 9일부터 13일까지 ‘수부연합-2101’로 명명한 연합훈련을 실시하고 있다. 러시아군이 닝샤후이주 자치구의 칭퉁샤(靑銅峽) 전술훈련기지를 방문해 진행하는 방식이다. 러시아군은 11식 돌격포, 8식 보병전투차량 등 중국군이 제공한 무기들을 사용키로 했다고 한다. 이를 위해 러시아군은 사전에 중국군 무기 사용방법을 숙달하기도 했다.        중ㆍ러 연합훈련과 관련해 북한은 “합동군사훈련은 중국과 로씨야 사이의 반테러 합동작전분야를 확대발전시키고 지역의 안전과 안정을 공동으로 수호하는데 목적을 두고 있다고 한다”고 밝혀 눈길을 끌고 있다. 북한이 관련 보도를 내놓은 11일은 김영철 통일전선부장이 한ㆍ미 연합훈련에 반발하며 “엄청난 안보위기에 다가가고 있는가를 시시각각으로 느끼게 해줄 것”이라며 울)가 해야 할 일을 중단없이 진행해 나갈 것“이라고 위협했던 당일이다.       북한은 전날(10일) 김여정 노동당 부부장의 담화에서 ”절대적인 억제력 즉 우리를 반대하는 그 어떤 군사적 행동에도 신속히 대응할 수 있는 국가방위력과 강력한 선제타격능력을 보다 강화해 나가는데 더욱 박차를 가할 것“이라며 맞대응을 시사하고, 이후 남북 통신선을 차단하기도 했다. 북한은 지난달 27일 남북 정상간 합의로 재가동에 들어간 통신선을 10일 오후부터 다시 응답하지 않는 방식으로 차단에 나섰다.       실기동 병력을 동원하지 않은 채 워 게임 형식으로 소규모로 진행하는 한ㆍ미 연합훈련을 침략적이라고 규정한 데 반해 첨단 장비를 동원해 대규모로 진행하고 있는 중ㆍ러 훈련을 지역안정을 위한 것으로 상반된 평가를 내리고 있는 것이다.        이와 관련 전직 정부 고위 당국자는 “러시아(옛 소련)는 해방 직전 한반도에 군대를 파견(대일전)한 뒤 북한 지역에서 군정(軍政)을 실시했고, 중국은 6ㆍ25전쟁때 참전했던 전쟁 당사자”라며 “모든 군사 훈련은 유사시에 대비한 것임에도 북한의 이중적인 평가는 훈련 자체라기 보다는 주한미군 철수를 주장하기 위한 분위기 조성차원일 수 있다”고 말했다.       실제 지난 10일 김여정 부부장이 주한미군 철수를 주장한 뒤 신흥철 주러 북한 대사는 “한미 연합훈련은 전쟁을 위한 리허설”이라며 “한반도의 평화를 이루기 위해서는 먼저 미국이 한국에 배치된 공격적인 군대와 군사 장비를 철수해야 한다”는 등 북한은 주한미군 철수 문제를 공개적으로 제기하고 나섰다.  

",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=104&oid=025&aid=0003126175
